exchange,year,fqtr,comname,ticker,TOTAL_PRODUCTION,OIL_PRODUCTION,NGL_PRODUCTION,GAS_PRODUCTION,PRICE_OIL_HEDGED,PRICE_GAS_HEDGED,PRICE_OIL_UNHEDGED,PRICE_GAS_UNHEDGED,TOTAL_LINE_OF_CREDIT,TOTAL_CREDIT_UTILIZED,AVAIL_LINE_OF_CREDIT,Debt_Yr_1,Debt_YR_23,Debt_YR_45,Debt_yr_ge5,Remaining_DEBT
US,2007,1,    Approach Resources Inc,AREX,,,,,,,,,,,,,,,,
US,2006,4,    Approach Resources Inc,AREX,,,,,,,,,,,,,,,,
US,2006,3,    Approach Resources Inc,AREX,,,,,,,,,,,,,,,,
US,2006,2,    Approach Resources Inc,AREX,,,,,,,,,,,,,,,,
US,2006,1,    Approach Resources Inc,AREX,,,,,,,,,,,,,,,,
US,2005,4,    Approach Resources Inc,AREX,,,,,,,,,,,,,,,,
US,2005,3,    Approach Resources Inc,AREX,,,,,,,,,,,,,,,,
US,2005,2,    Approach Resources Inc,AREX,,,,,,,,,,,,,,,,
US,2005,1,    Approach Resources Inc,AREX,,,,,,,,,,,,,,,,
US,2004,4,    Approach Resources Inc,AREX,,,,,,,,,,,,,,,,
US,2004,3,    Approach Resources Inc,AREX,,,,,,,,,,,,,,,,
US,2019,2,    Cabot Oil & Gas Corp,COG,391.2087912,0,0,2349.450549,0,2.27,0,2.2,1500,0,1500,,,,,1219.555
US,2019,1,    Cabot Oil & Gas Corp,COG,379.2592593,0,0,2275.555556,0,3.35,0,3.09,1800,0,1500,,,,,1219.338
US,2018,4,    Cabot Oil & Gas Corp,COG,373.7318841,0,0,2242.391304,0,3.11,0,3.22,1800,,1700,0,282,62,887,1231
US,2018,3,    Cabot Oil & Gas Corp,COG,337.8623188,0,0,2027.173913,0,2.36,0,2.36,1800,0,1800,,,,,2464.14
US,2018,2,    Cabot Oil & Gas Corp,COG,315.7509158,0,0,1894.505495,0,2.15,0,2.11,1700,0,1700,,,,,1522.572
US,2018,1,    Cabot Oil & Gas Corp,COG,314.027037,8.377777778,0.834444444,1828.888889,63.61,2.44,64.61,2.5,1700,0,1700,,,,,1218.231
US,2017,4,    Cabot Oil & Gas Corp,COG,312.7119565,13.45652174,1.429347826,1786.956522,54.54,2.18,54.77,2.15,1800,,1700,304,87,188,949,1528
US,2017,3,    Cabot Oil & Gas Corp,COG,307.167029,13.7826087,1.355434783,1752.173913,45.53,2.03,44.88,2.01,1800,0,1700,,,,,1521.551
US,2017,2,    Cabot Oil & Gas Corp,COG,316.9934066,11.14285714,1.454945055,1826.373626,44.96,2.38,44.03,2.38,1800,0,1700,,,,,1528
US,2017,1,    Cabot Oil & Gas Corp,COG,314.9388889,10.23333333,1.372222222,1820,46.73,2.64,46.68,2.65,1700,,1700,,,,,1520.87
US,2016,4,    Cabot Oil & Gas Corp,COG,297.4188406,8.942391304,1.157608696,1723.913043,42.94,1.94,44.36,1.96,1800,0,1700,0,304,275,949,1528
US,2016,3,    Cabot Oil & Gas Corp,COG,270.29319,10.11827957,1.393548387,1552.688172,40.13,1.75,40.13,1.8,1800,0,1700,,,,,1520.19
US,2016,2,    Cabot Oil & Gas Corp,COG,278.0428571,12.51648352,1.240659341,1585.714286,40.3,1.63,40.51,1.55,1800,0,1700,,,,,1539.849
US,2016,1,    Cabot Oil & Gas Corp,COG,293.6128205,12.1978022,1.012087912,1682.417582,27.65,1.49,27.65,1.49,1800,0,1600,,,,,1603.192
US,2015,4,    Cabot Oil & Gas Corp,COG,273.6728261,13.07826087,1.898913043,1552.173913,37.74,1.94,37.74,1.52,1800,413,1400,20,312,513,1180,2025
US,2015,3,    Cabot Oil & Gas Corp,COG,257.3865942,14.67391304,1.770652174,1445.652174,43.71,2.02,43.71,1.68,1800,425,1375,,,,,2037
US,2015,2,    Cabot Oil & Gas Corp,COG,252.71,17.71,,1410,56.1,2.15,56.1,1.75,1800,383,1417,,,,,1995
US,2015,1,    Cabot Oil & Gas Corp,COG,312.5366667,15.87,,1780,43.82,2.46,43.82,2.23,1400,265,1135,,,,,1877
US,2014,4,    Cabot Oil & Gas Corp,COG,274.72,14.72,,1560,72.35,2.96,68.81,3.41,1400,140,1300,0,160,312,1280,1752
US,2014,3,    Cabot Oil & Gas Corp,COG,239.48,9.48,,1380,94.68,2.75,94.83,2.92,1400,,1400,,,,,1612
US,2014,2,    Cabot Oil & Gas Corp,COG,233.56,10.56,,1338,98.84,3.47,100.09,3.59,1400,506,893,,,,,1193
US,2014,1,    Cabot Oil & Gas Corp,COG,222.04,7.4565,,1286.667,97.76,3.74,97.4,3.13,1400,535,864,,,,,1222
US,2013,4,    Cabot Oil & Gas Corp,COG,220.8626667,9.446,,1268.5,95.57,3.44,97.38,3.28,1400,460,939,0,20,772,355,1147
US,2013,3,    Cabot Oil & Gas Corp,COG,193.83,8.83,,1110,103.76,3.36,102.43,3.16,900,475,424,,,,,1162
US,2013,2,    Cabot Oil & Gas Corp,COG,173.7866667,7.62,,997,101.39,4.06,98.37,4.06,900,380,519,,,,,1142
US,2013,1,    Cabot Oil & Gas Corp,COG,162.67,7.67,,930,104.03,3.45,100.79,3.29,1700,365,534,,,,,1127
US,2012,4,    Cabot Oil & Gas Corp,COG,142.5366667,7.03,,813.04,105.4,3.91,95.91,3.36,900,325,574,75,0,345,667,1087
US,2012,3,    Cabot Oil & Gas Corp,COG,119.7816667,6.21,,681.43,101.34,3.68,94.69,2.77,900,300,599,,,,,
US,2012,2,    Cabot Oil & Gas Corp,COG,114.4833333,6.15,,650,102.61,3.39,102.61,3.39,900,210,689,,,,,
US,2012,1,    Cabot Oil & Gas Corp,COG,109.21,5.91,,619.8,96.67,3.65,96.67,3.65,900,250,649,,,,,
US,2011,4,    Cabot Oil & Gas Corp,COG,100.247,5.747,,567,91.9,4.02,90.23,3.31,900,189,711,,75,208,667,950
US,2011,3,    Cabot Oil & Gas Corp,COG,91.555,4.18,,524.25,86.89,4.58,83.27,4.14,900,443.3,456.8,,,,,
US,2011,2,    Cabot Oil & Gas Corp,COG,82.22833333,3.24,,473.93,95.17,4.67,93.43,4.35,900,333.3,566.8,,,,,
US,2011,1,    Cabot Oil & Gas Corp,COG,69.14666667,2.48,,400,87.15,4.68,85.73,4.31,900,293.3,606.7,,,,,
US,2010,4,    Cabot Oil & Gas Corp,COG,69.42166667,2.2,,403.33,99.53,5.17,,,900,213.3,686.7,0,75,0,900,975
US,2010,3,    Cabot Oil & Gas Corp,COG,65.26333333,2.13,,378.8,98.26,5.52,,,900,433.3,466.7,,,,,
US,2010,2,    Cabot Oil & Gas Corp,COG,55.67333333,2.74,,317.6,96.7,5.65,74.88,4.21,500,354,146,,,,,
US,2010,1,    Cabot Oil & Gas Corp,COG,49.30166667,2.28,,282.13,97.4,6.71,75.04,5.59,500,253,247,,,,,
US,2009,4,    Cabot Oil & Gas Corp,COG,47.72333333,2.39,,272,94.23,7.73,,,500,144,356,0,218,75,512,805
US,2009,3,    Cabot Oil & Gas Corp,COG,46.77166667,2.46,,265.87,87.49,7.4,,,500,128,372,,,,,
US,2009,2,    Cabot Oil & Gas Corp,COG,46.69,2.13,,267.36,83.76,7.25,,,500,133,367,,,,,
US,2009,1,    Cabot Oil & Gas Corp,COG,47.36683333,2.08,,271.721,75.25,7.51,,,350,195,155,,,,,
US,2008,4,    Cabot Oil & Gas Corp,COG,46.25166667,2.23,,264.13,72.41,7.71,,,350,185,165,35.857,244.143,75,512,867
US,2008,3,    Cabot Oil & Gas Corp,COG,43.80166667,2.18,,249.73,99.34,8.66,,,350,185,165,,,,,
US,2008,2,    Cabot Oil & Gas Corp,COG,42.55166667,2.07,,242.89,98.68,9.3,,,350,55,295,,,,,
US,2008,1,    Cabot Oil & Gas Corp,COG,40.57166667,2.08,,230.95,86.55,7.92,,,250,160,90,,,,,
US,2007,4,    Cabot Oil & Gas Corp,COG,38.695,2.1,,219.57,83.69,7.46,,,250,140,110,20,160,75,95,350
US,2007,3,    Cabot Oil & Gas Corp,COG,39.69333333,2.31,,224.3,70.85,6.8,,,250,85,165,,,,,
US,2007,2,    Cabot Oil & Gas Corp,COG,38.82333333,2.35,,218.84,61.98,7.24,,,250,25,225,,,,,
US,2007,1,    Cabot Oil & Gas Corp,COG,38.88333333,2.28,,219.62,53.36,7.42,,,250,,250,,,,,
US,2006,4,    Cabot Oil & Gas Corp,COG,36.91333333,2.13,,208.7,56.48,6.83,,,250,10,240,20,50,75,95,240
US,2006,3,    Cabot Oil & Gas Corp,COG,42.72566667,4.211,,231.088,69.8,6.76,,,250,150,100,,,,,
US,2006,2,    Cabot Oil & Gas Corp,COG,43.52016667,4.822,,232.189,68.32,6.77,,,250,100,150,,,,,
US,2006,1,    Cabot Oil & Gas Corp,COG,39.36333333,4.4,,209.78,61.11,8.22,,,250,45,205,,,,,
US,2005,4,    Cabot Oil & Gas Corp,COG,38.61,3.92,,206,45.09,8.42,,,250,,160,20,40,110,170,
US,2005,3,    Cabot Oil & Gas Corp,COG,38.00333333,4.65,,200.12,46.05,6.77,,,250,10,240,,,,,
US,2005,2,    Cabot Oil & Gas Corp,COG,39.48333333,5.3,,205.1,43.76,6.02,,,250,,250,,,,,
US,2005,1,    Cabot Oil & Gas Corp,COG,39,5,,204,42.11,5.71,,,250,,250,,,,,
US,2004,4,    Cabot Oil & Gas Corp,COG,39.555,5.11,,206.67,32.18,5.49,,,250,,250,20,40,40,170,
US,2004,3,    Cabot Oil & Gas Corp,COG,40.48333333,5.5,,209.9,32.03,5.07,,,250,,250,,,,,
US,2019,2,    California Resources Corp,CRC,129,79,16,203,70.66,2.36,68.77,2.33,1000,309,525,,,,,5060
US,2019,1,    California Resources Corp,CRC,133,84,15,202,65.28,3.43,63.3,3.43,1000,256,576,,,,,5169
US,2018,4,    California Resources Corp,CRC,136,86,16,204,59.97,3.77,66.12,3.77,1300,540,598,0,2131,2976,144,5251
US,2018,3,    California Resources Corp,CRC,136,84,17,208,63.63,3.16,73.73,3.16,1000,490,343,,,,,5108
US,2018,2,    California Resources Corp,CRC,134,83,16,210,64.11,2.25,73.19,2.25,1000,550,277,,,,,5075
US,2018,1,    California Resources Corp,CRC,123,77,16,182,62.77,2.81,67.26,2.81,1000,846,0,,,,,4941
US,2017,4,    California Resources Corp,CRC,126,80,16,179,56.92,2.77,59.87,2.77,1300,363,789,0,100,5013,193,5306
US,2017,3,    California Resources Corp,CRC,128,82,16,182,50.02,2.56,48.9,2.56,1400,559,704,,,,,5139
US,2017,2,    California Resources Corp,CRC,129,83,16,182,47.98,2.47,46.95,2.47,1400,842,558,,,,,5169
US,2017,1,    California Resources Corp,CRC,132,86,16,181,50.24,2.9,50.4,2.9,1400,769,631,,,,,5121
US,2016,4,    California Resources Corp,CRC,135,87,15,195,45.48,2.79,46.6,2.79,1400,847,423,100,1397,1754,2017,5268
US,2016,3,    California Resources Corp,CRC,138,90,16,193,43.03,2.64,41.73,2.64,1400,772,501,,,,,5247
US,2016,2,    California Resources Corp,CRC,140,90,16,202,43.7,1.66,41.41,1.66,2300,781,1399,,,,,5942
US,2016,1,    California Resources Corp,CRC,148,98,17,196,36.39,2.05,30.08,,1600,695,905,,,,,5972
US,2015,4,    California Resources Corp,CRC,155,102,18,212,39.41,2.44,45.88,2.28,1600,739,861,100,200,1872,3971,6143
US,2015,3,    California Resources Corp,CRC,158,103,18,226,47.79,2.83,46.1,,2000,481,1519,,,,,6481
US,2015,2,    California Resources Corp,CRC,161,104,18,234,56.73,2.49,,,1250,590,660,,,,,6590
US,2015,1,    California Resources Corp,CRC,166,108,18,242,46.44,2.84,,,1250,570,680,,,,,6570
US,2014,4,    California Resources Corp,CRC,165,105,19,248,68.54,4,,,2000,360,1640,,,,,
US,2014,3,    California Resources Corp,CRC,160,100,19,249,96.27,4.24,,,2000,0,2000,,,,,
US,2014,2,    California Resources Corp,CRC,,,,,,,,,2000,,2000,,,,,
US,2014,1,    California Resources Corp,CRC,,,,,,,,,,,,,,,,
US,2013,4,    California Resources Corp,CRC,,,,,,,,,,,,,,,,
US,2013,3,    California Resources Corp,CRC,,,,,,,,,,,,,,,,
US,2013,2,    California Resources Corp,CRC,,,,,,,,,,,,,,,,
US,2013,1,    California Resources Corp,CRC,,,,,,,,,,,,,,,,
US,2012,4,    California Resources Corp,CRC,,,,,,,,,,,,,,,,
US,2012,3,    California Resources Corp,CRC,,,,,,,,,,,,,,,,
US,2012,2,    California Resources Corp,CRC,,,,,,,,,,,,,,,,
US,2012,1,    California Resources Corp,CRC,,,,,,,,,,,,,,,,
US,2011,4,    California Resources Corp,CRC,,,,,,,,,,,,,,,,
US,2011,3,    California Resources Corp,CRC,,,,,,,,,,,,,,,,
US,2011,2,    California Resources Corp,CRC,,,,,,,,,,,,,,,,
US,2011,1,    California Resources Corp,CRC,,,,,,,,,,,,,,,,
US,2010,4,    California Resources Corp,CRC,,,,,,,,,,,,,,,,
US,2010,3,    California Resources Corp,CRC,,,,,,,,,,,,,,,,
US,2010,2,    California Resources Corp,CRC,,,,,,,,,,,,,,,,
US,2010,1,    California Resources Corp,CRC,,,,,,,,,,,,,,,,
US,2009,4,    California Resources Corp,CRC,,,,,,,,,,,,,,,,
US,2009,3,    California Resources Corp,CRC,,,,,,,,,,,,,,,,
US,2009,2,    California Resources Corp,CRC,,,,,,,,,,,,,,,,
US,2009,1,    California Resources Corp,CRC,,,,,,,,,,,,,,,,
US,2008,4,    California Resources Corp,CRC,,,,,,,,,,,,,,,,
US,2008,3,    California Resources Corp,CRC,,,,,,,,,,,,,,,,
US,2008,2,    California Resources Corp,CRC,,,,,,,,,,,,,,,,
US,2008,1,    California Resources Corp,CRC,,,,,,,,,,,,,,,,
US,2007,4,    California Resources Corp,CRC,,,,,,,,,,,,,,,,
US,2007,3,    California Resources Corp,CRC,,,,,,,,,,,,,,,,
US,2007,2,    California Resources Corp,CRC,,,,,,,,,,,,,,,,
US,2007,1,    California Resources Corp,CRC,,,,,,,,,,,,,,,,
US,2006,4,    California Resources Corp,CRC,,,,,,,,,,,,,,,,
US,2006,3,    California Resources Corp,CRC,,,,,,,,,,,,,,,,
US,2006,2,    California Resources Corp,CRC,,,,,,,,,,,,,,,,
US,2006,1,    California Resources Corp,CRC,,,,,,,,,,,,,,,,
US,2005,4,    California Resources Corp,CRC,,,,,,,,,,,,,,,,
US,2005,3,    California Resources Corp,CRC,,,,,,,,,,,,,,,,
US,2005,2,    California Resources Corp,CRC,,,,,,,,,,,,,,,,
US,2005,1,    California Resources Corp,CRC,,,,,,,,,,,,,,,,
US,2004,4,    California Resources Corp,CRC,,,,,,,,,,,,,,,,
US,2004,3,    California Resources Corp,CRC,,,,,,,,,,,,,,,,
US,2019,2,    Callon Petroleum Co,CPE,40.516,31.2967033,,55.28571429,54.87,1.91,56.44,1.26,2000,105,745,,,,,1095.26
US,2019,1,    Callon Petroleum Co,CPE,40.311,31.75555556,,51.32222222,48.83,2.86,49.37,2.59,2000,330,495,,,,,1319.867
US,2018,4,    Callon Petroleum Co,CPE,41.087,33.43478261,,45.92391304,48.52,2.62,48.89,2.72,2000,200,450,,,,,1189.473
US,2018,3,    Callon Petroleum Co,CPE,34.913,27.40217391,,45.04347826,52.87,4.51,56.57,4.49,2000,65,2000,,,,,1053.528
US,2018,2,    Callon Petroleum Co,CPE,28.954,21.92307692,,42.18681319,57.38,3.81,61.46,3.77,2000,0,825,,,,,988.459
US,2018,1,    Callon Petroleum Co,CPE,26.567,20.56666667,,36,57.47,3.89,62.28,3.75,2000,75,625,,,,,670.374
US,2017,4,    Callon Petroleum Co,CPE,26.511,21.04347826,,32.80434783,51.28,4.78,53.79,4.67,2000,25,625,,,,,620.196
US,2017,3,    Callon Petroleum Co,CPE,22.543,17.29347826,,31.52173913,45.24,3.94,46.1,3.88,2000,0,2000,,,,,595.115
US,2017,2,    Callon Petroleum Co,CPE,22.20879121,17.53846154,,28.02197802,45.47,3.7,45.67,3.69,650,0,500,,,,,595.138
US,2017,1,    Callon Petroleum Co,CPE,20.4,15.9,,26.91,48.45,3.88,19.44,1.6,500,0,385,,,,,390.536
US,2016,4,    Callon Petroleum Co,CPE,18.359,13.98913044,,26.22826087,48.87,3.43,47.05,3.53,500,0,385,,,,,390.219
US,2016,3,    Callon Petroleum Co,CPE,16.598,12.5326087,,24.39130435,46.27,2.97,42.58,3.04,500,0,500,,,,,290.085
US,2016,2,    Callon Petroleum Co,CPE,13.451,10.41758242,,18.21978022,46.69,2.96,42.78,2.77,500,40,260,,,,,329.559
US,2016,1,    Callon Petroleum Co,CPE,12.44,9.8,,15.86,39.18,2.4,30.77,2.26,500,0,300,,,,,289.062
US,2015,4,    Callon Petroleum Co,CPE,10.598,8.446,,12.913,51.5,2.91,39.36,2.51,500,40,260,,,,,328.565
US,2015,3,    Callon Petroleum Co,CPE,9.739,7.66,,13.77,58.03,3.33,44.39,3.01,500,99,151,,,,,399
US,2015,2,    Callon Petroleum Co,CPE,9.516,7.527,,11.912,59.28,3.32,52.69,2.9,500,75,500,,,,,
US,2015,1,    Callon Petroleum Co,CPE,8.567,7.09,,8.9,59.34,3.59,43.74,3.1,500,37,213,,,,,337
US,2014,4,    Callon Petroleum Co,CPE,7.27,5.75,,9.12,78.29,4.85,65.05,4.78,500,,215,,,,,
US,2014,3,    Callon Petroleum Co,CPE,5.641,4.62,,6.141,84.35,5.92,85.52,5.86,500,20,135,,,,,
US,2014,2,    Callon Petroleum Co,CPE,5.28,4.45,,4.97,93.1,6.17,,,500,84,71,,,,,
US,2014,1,    Callon Petroleum Co,CPE,4.355,3.69,,4.03,93.12,6.54,,,500,68,27,,,,,
US,2013,4,    Callon Petroleum Co,CPE,3.85,2.78,,6.76,93.38,5.03,93.38,5.03,200,,61,,,,,
US,2013,3,    Callon Petroleum Co,CPE,4.4,2.79,,9.39,105.11,4.38,,,200,17,58,,,,,
US,2013,2,    Callon Petroleum Co,CPE,3.6,2.18,,8.65,96.27,4.7,,,200,0,150,,,,,
US,2013,1,    Callon Petroleum Co,CPE,3.6,2.29,,8.2,94.85,4.07,,,200,27,48,,,,,
US,2012,4,    Callon Petroleum Co,CPE,3.98716666,2.82,,9.47,94.63,4.45,,,200,,55,,,,,
US,2012,3,    Callon Petroleum Co,CPE,4.341666667,2.73,,9.67,95.86,3.76,,,200,40,160,,,,,
US,2012,2,    Callon Petroleum Co,CPE,4.12,2.45,,10.02,98.78,3.65,,,200,,,,,,,
US,2012,1,    Callon Petroleum Co,CPE,4.353333333,2.68,,10.04,106.84,3.92,,,100,,,,,,,
US,2011,4,    Callon Petroleum Co,CPE,4.75283333,2.777,,11.855,105.96,4.95,,,100,,,,,,,125.345
US,2011,3,    Callon Petroleum Co,CPE,5.378333333,3,,14.27,98.27,5.46,,,100,,100,,,,,
US,2011,2,    Callon Petroleum Co,CPE,5.561666667,3.02,,15.25,105.75,5.58,,,100,,,,,,,
US,2011,1,    Callon Petroleum Co,CPE,4.715,2.23,,14.91,93.78,4.95,,,100,,,,,,,
US,2010,4,    Callon Petroleum Co,CPE,5.2,2.37,,17.03,82.58,4.49,,,100,,,,,,,
US,2010,3,    Callon Petroleum Co,CPE,4.37,2.32,,12.3,72.47,4.84,,,30,,30,,,,,
US,2010,2,    Callon Petroleum Co,CPE,4.4,2.39,,12.06,74.03,5.22,,,20,,,,,,,
US,2010,1,    Callon Petroleum Co,CPE,4.64,2.48,,12.96,74.78,5.76,,,100,20,80,,,,,
US,2009,4,    Callon Petroleum Co,CPE,6.022216667,3.2,,16.9333,77.94,5.01,,,100,10,90,,,,,279.841
US,2009,3,    Callon Petroleum Co,CPE,4.663333333,2.19,,14.84,83.38,3.64,,,35,0,30.3,,200,,,
US,2009,2,    Callon Petroleum Co,CPE,5.573333333,2.92,,15.92,72.22,4.22,,,48,5,43,,,,,
US,2009,1,    Callon Petroleum Co,CPE,5.601666667,2.922,,16.078,60.59,6.13,,,48,15,33,,,,78.435,
US,2008,4,    Callon Petroleum Co,CPE,3.514833332,1.8,,10.289,55.23,7.12,,,270,215,55,,200,0,78.435,272.855
US,2008,3,    Callon Petroleum Co,CPE,4.41316667,2.278,,12.811,99.4,10.77,,,70,15,55,,278.435,0,78.435,272.227
US,2008,2,    Callon Petroleum Co,CPE,6.268333332,3.18,,18.53,99.99,11.67,,,50,15,35,0,200,0,35,228.617
US,2008,1,    Callon Petroleum Co,CPE,7.06666667,3.2,,23.2,86.66,9.5,,,50,15,35,,200,0,200,392.589
US,2007,4,    Callon Petroleum Co,CPE,7.76,3.21,,27.3,82.47,8.18,,,250,215,35,,200,,200,392.012
US,2007,3,    Callon Petroleum Co,CPE,7.739999771,2.480000019,,31.55999947,71.29000092,7.730000019,,,50,0,50,,,200,200,391.451
US,2007,2,    Callon Petroleum Co,CPE,9.10666667,2.92,,37.12,61.47,8.17,,,50,0,50,,190.907,0,200,390.907
US,2007,1,    Callon Petroleum Co,CPE,10.055,3.2,,41.13,55.53,7.97,,,75,35,40,3.397,5.603,235.5,0.057,244.557
US,2006,4,    Callon Petroleum Co,CPE,10.18833333,3.27,,41.51,52.77,7.82,,,75,35,40,,0,235,0,235
US,2006,3,    Callon Petroleum Co,CPE,9.248333332,4.23,,30.11,62.31,7.79,,,75,12,63,,0,212,0,
US,2006,2,    Callon Petroleum Co,CPE,9.7,4.92,,28.68,59.99,7.93,,,70,7,63,,7,200,0,196.641
US,2006,1,    Callon Petroleum Co,CPE,9.33166667,5.72,,21.67,53.95,9.12,,,70,5,65,,5,200,0,194.218
US,2005,4,    Callon Petroleum Co,CPE,4.71,2.49,,13.31,82.47,8.18,,,70,,62.5,,0,200,0,
US,2005,3,    Callon Petroleum Co,CPE,7.03666687,4.239999771,,16.78000069,46.15999985,9.319999695,,,70,7.5,62.5,,,,200,
US,2005,2,    Callon Petroleum Co,CPE,10.88333333,6.6,,25.7,41.53,7.43,,,70,3.5,66.5,,,,200,
US,2005,1,    Callon Petroleum Co,CPE,12.20833302,7.119999886,,30.53000069,37.45999908,6.920000076,,,70,1.5,58.5,,,,200,
US,2004,4,    Callon Petroleum Co,CPE,,,,,,,,,60,,52.70000076,,5,,200,
US,2004,3,    Callon Petroleum Co,CPE,8600,4200,0,26.7,27.83,6.11,,,60,2.8,57.2,,0,0,200,
US,2019,2,    Carrizo Oil & Gas Inc,CRZO,65.643,44.413,10.429,64.805,60.67,0.95,60.67,0.95,1250,841.3,408.7,0,0,1491.328,250,1741.328
US,2019,1,    Carrizo Oil & Gas Inc,CRZO,61.96,40.727,9.903,67.977,55.32,2.2,55.32,2.2,1250,825.1,424.9,0,0,1475.143,250,1725.143
US,2018,4,    Carrizo Oil & Gas Inc,CRZO,68.328,43.04,11.443,83.067,58.66,2.14,58.66,2.14,1100,744.431,355.569,0,0,1394.431,250,1644.431
US,2018,3,    Carrizo Oil & Gas Inc,CRZO,64.627,40.813,11.469,74.072,67.78,2.21,67.78,2.21,900,309.8,590.2,0,130,309.837,900,1339.837
US,2018,2,    Carrizo Oil & Gas Inc,CRZO,57.077,37.86,9.379,59.029,66.7,2.4,66.7,2.4,800,485,315,0,130,485,900,1515
US,2018,1,    Carrizo Oil & Gas Inc,CRZO,51.257,34.136,8.213,53.446,59.5,2.81,63.45,2.8,800,421.7,378.3,0,130,421.7,904.425,1456.125
US,2017,4,    Carrizo Oil & Gas Inc,CRZO,62.417,40.206,9.181,78.182,56.85,2.34,56.84,2.34,450,291.3,158.3,0,450,291.3,904.425,1645.725
US,2017,3,    Carrizo Oil & Gas Inc,CRZO,55.224,34.903,6.777,81.265,49.39,2.31,47.37,2.24,600,215.6,384,0,0,215.6,904.425,1720.025
US,2017,2,    Carrizo Oil & Gas Inc,CRZO,51.019,33.629,4.982,74.451,46.62,2.33,46.67,2.35,600,282.3,317.3,0,0,600,936.725,1536.725
US,2017,1,    Carrizo Oil & Gas Inc,CRZO,46.367,28.844,4.508,78.088,50.37,2.25,49.34,2.25,600,123,476.6,0,123,600,654.425,1377.425
US,2016,4,    Carrizo Oil & Gas Inc,CRZO,44.775,28.727,5.048,65.999,54.43,2.18,46.66,2.18,600,87,512.6,0,87,600,654.425,1341.425
US,2016,3,    Carrizo Oil & Gas Inc,CRZO,40.762,24.488,4.73,69.262,51.27,1.63,42.23,1.63,600,96,503.6,0,96,600,654.425,1350.425
US,2016,2,    Carrizo Oil & Gas Inc,CRZO,41.533,23.942,5.217,74.248,54.57,1.43,42.04,1.43,600,61,538.6,0,61,600,654.425,1315.425
US,2016,1,    Carrizo Oil & Gas Inc,CRZO,42.025,25.806,4.547,70.033,50.75,1.54,28.96,1.54,685,30.55,653.85,0,30.55,600,654.425,1284.975
US,2015,4,    Carrizo Oil & Gas Inc,CRZO,40.159,24.942,4.032,67.11,58.11,2.34,37.71,1.44,600,0,599.4,0,0,600,654.425,1255.676
US,2015,3,    Carrizo Oil & Gas Inc,CRZO,35.948,23.573,3.757,51.71,63.97,2.5,43.91,1.61,685,,527.91,0,0,156.49,1254.425,1412.221
US,2015,2,    Carrizo Oil & Gas Inc,CRZO,36.118,22.284,3.494,62.042,74.89,2.29,54.86,1.49,,117,,0,0,117,1254.425,1371.425
US,2015,1,    Carrizo Oil & Gas Inc,CRZO,34.595,21.373,3.529,58.159,66.84,3.06,43.17,2.39,,49,,0,0,649,604.425,1253.425
US,2014,4,    Carrizo Oil & Gas Inc,CRZO,37.69916667,22.13,3.022,75.283,74.69,2.57,69.2,2.46,1000,210,589.4,150,0,600,604.425,1354.425
US,2014,3,    Carrizo Oil & Gas Inc,CRZO,33.587,20,2.978,63.63,89.39,2.77,94.17,2.59,1000,119,450.4,,,719,304.425,1023.425
US,2014,2,    Carrizo Oil & Gas Inc,CRZO,33.319,18.44,2.286,75.593,93.78,2.76,98.9,3.13,1000,121,448.1,,,,,
US,2014,1,    Carrizo Oil & Gas Inc,CRZO,26.529,15.022,1.844,57.978,94.18,3.32,96.42,4.02,1000,,469.1,,,,,900.425
US,2013,4,    Carrizo Oil & Gas Inc,CRZO,24.77216667,13.033,1.337,62.413,91.21,3.23,91.93,2.7,1000,,469.1,,,604.425,300,
US,2013,3,    Carrizo Oil & Gas Inc,CRZO,30.00916667,12.228,2.196,93.511,101.26,2.97,104.71,2.38,1000,87,442.1,,,87,904.425,991.425
US,2013,2,    Carrizo Oil & Gas Inc,CRZO,28.187,11.747,1.154,91.736,99.16,3.36,98.98,3.07,750,28,501.1,,,,,
US,2013,1,    Carrizo Oil & Gas Inc,CRZO,26.59783333,9.311,1.122,96.989,105.12,3.14,104.39,2.48,750,,364.1,,,73.75,900,973.75
US,2012,4,    Carrizo Oil & Gas Inc,CRZO,25.8535,9.033,1.239,93.489,99.57,3.48,97.75,2.59,750,,364.1,0,0,73.75,900,973.75
US,2012,3,    Carrizo Oil & Gas Inc,CRZO,25.5815,8.652,0.848,96.489,97.64,2.94,96.66,1.92,750,,324,,47,73.75,900,1020.75
US,2012,2,    Carrizo Oil & Gas Inc,CRZO,26.29233333,7.615,0.714,107.78,98.07,2.23,98.96,1.32,750,130,194,,37,203.75,600,840.75
US,2012,1,    Carrizo Oil & Gas Inc,CRZO,25.397,5.945,0.538,113.484,109.65,2.92,109.74,1.86,750,177,172,,,,,870.331
US,2011,4,    Carrizo Oil & Gas Inc,CRZO,21.6395,3.12,0.38,108.837,100.26,3.55,98.32,2.55,750,47,340,0,91.563,47,600,738.563
US,2011,3,    Carrizo Oil & Gas Inc,CRZO,20.37862319,2.423913043,,107.7282609,91.38,,89.17,3.06,340,204.6,135.4,,,,,623.893
US,2011,2,    Carrizo Oil & Gas Inc,CRZO,20.45970696,1.736263736,,112.3406593,93.9,,98.02,3.25,750,141.4,608.6,,,,,607.009
