exchange,year,comname,ticker,TOTAL_PRODUCTION,OIL_PRODUCTION,NGL_PRODUCTION,GAS_PRODUCTION,PRICE_OIL_HEDGED,PRICE_GAS_HEDGED,PRICE_OIL_UNHEDGED,PRICE_GAS_UNHEDGED,TOTAL_LINE_OF_CREDIT,TOTAL_CREDIT_UTILIZED,AVAIL_LINE_OF_CREDIT,Debt_Yr_1,Debt_YR_23,Debt_YR_45,Debt_yr_ge5,Remaining_DEBT,OIL_RESERVE,GAS_RESERVE,OilGas_reserve,OIL_DEVELOPED_RESV,GAS_DEVELOPED_RESV
US,2012,    Chesapeake Energy Corp,CHK,647.6684882,85.42349727,48.1284153,3084.699454,91.74,2.07,90.49,1.77,5100,449,4651,464,1661,4700,6240,13065,792.8,10933,2614.966667,295,7174
US,2011,    Chesapeake Energy Corp,CHK,545.2310502,86.78,40.30684932,2750.684932,63.9,4.77,67.11,3.12,5100,1787,3313,0,464,3014,7609,11087,545.5,15515,3131.333333,254.6,8578
US,2010,    Chesapeake Energy Corp,CHK,472.739726,50.4109589,,2533.972603,62.71,5.57,58.67,3.43,4300,3719,581,0,500,5131,7777,13408,273.4,15455,2849.233333,149.3,8246
US,2009,    Chesapeake Energy Corp,CHK,413.5160167,32.3288,,2287.1233,58.38,5.93,55.6,3.16,4250,1977,2273,,1936,1464,9747,13147,124,13510,2375.666667,78.8,7859
US,2008,    Chesapeake Energy Corp,CHK,383.76,30.74,,2118.64,70.48,8.09,95.04,7.74,3500,3474,26,0,0,4798,9260,14184,120.6,11327,2008.433333,84.9,7582
US,2007,    Chesapeake Energy Corp,CHK,326.1366667,27.07,,1794.4,67.5,8.14,68.64,6.29,3500,1955,1545,0,,1950,9050,10950,123.554,10137.299,1813.103833,88.834,6408.622
US,2006,    Chesapeake Energy Corp,CHK,264.1,23.7,,1442.4,59.14,8.76,60.86,6.35,2500,184.2,2315.8,0,0,178,7316.488,7375.548,106.03,8319.434,1492.602333,76.705,5113.211
US,2005,    Chesapeake Energy Corp,CHK,213.96,21.09,,1157.23,47.77,6.78,52.2,7.65,2000,125,1875,0,0,0,5596.7,5489.742,103.323,6900.754,1253.448667,76.238,4442.27
US,2004,    Chesapeake Energy Corp,CHK,165.5333333,18.5,,882.2,28.33,5.29,38.57,5.56,1250,181.5,1068.5,0,0,18.99,3139.1,3158.1,87.96,4373.989,816.9581667,62.713,2842.141
US,2003,    Chesapeake Energy Corp,CHK,122.5366667,12.78,,658.54,25.85,4.85,28.43,4.87,350,35.8,350,42.137,0,209.815,1833.059,2085.011,51.422,2860.04,528.0953333,38.442,2121.734
US,2002,    Chesapeake Energy Corp,CHK,82.86766667,9.496,,440.23,25.22,3.54,25.53,2.93,250,25.4,224.6,0,42.137,0,1642.665,1684.802,37.587,3959.202,697.454,28.111,2916.568
US,2001,    Chesapeake Energy Corp,CHK,73.7215,7.89,,394.989,26.92,4.56,24.17,3.89,225,1.1,223.9,0.602,149.962,0,1179.491,1343.267,30.093,1599.386,296.657,22.496,1134.381
US,2000,    Chesapeake Energy Corp,CHK,61.2685,8.405,,317.181,26.39,3.36,,,200,56.5,143.5,0.836,25.601,649.945,269.299,945.681,23.797,1354.813,249.5991667,15.445,951.133
US,1999,    Chesapeake Energy Corp,CHK,60.95566667,11.362,,297.562,16.01,1.97,16.01,1.97,50,43.5,6.5,0.8,44.9,150,770,964.86,24.795,1056.826,200.933,17.75,763.323
US,1998,    Chesapeake Energy Corp,CHK,59.487,16.372999,,258.687988,,,12.7,1.92,,,,,,,,,22.593,955.791016,181.891998,18.035999,658.942993
US,2018,    Cimarex Energy Co,XEC,221.946,67.699,60.258,563.9,,,56.61,1.99,1000,0,997.5,0,0,0,1500,1500,325.974,1591.321,591.1941667,267.905,1398.729
US,2017,    Cimarex Energy Co,XEC,190.354,57.2,47.6,513.6,,,47.06,2.76,1000,0,997.5,0,0,0,1500,1500,291.098,1607.635,559.0371667,240.343,1334.51
US,2016,    Cimarex Energy Co,XEC,160.555,45.2,38.8,459.6,,,38.3,2.31,1000,,997.5,0,0,0,1500,1500,236.511,1471.42,481.7476667,191.208,1144.72
US,2015,    Cimarex Energy Co,XEC,164.0876667,51.132,35.789,463,,,43.38,2.53,1000,,997.5,0,,,1500,1500,232.075,1516.952,484.9003333,176.738,1129.49
US,2014,    Cimarex Energy Co,XEC,144.76,42.846,31.078,425,,,83.7,4.43,1000,,997.5,0,,,1500,1500,244.265,1666.733,522.0538333,189.68,1263.957
US,2013,    Cimarex Energy Co,XEC,115.4203333,36.659,21.578,343.1,,,93.44,3.76,1000,174,823.5,0,174,0,750,924,200.577,1293.5,416.1603333,155.754,1060.7
US,2012,    Cimarex Energy Co,XEC,104.4166667,31.463,18.994,323.758,,,89.25,2.88,1000,,997.5,,,,750,750,167.83,1251.863,376.4738333,137.281,985.352
US,2011,    Cimarex Energy Co,XEC,98.73516667,26.789,17.1,329.077,,,93,4.42,800,55,742.5,,55,,350,405,138.137,1216.441,340.8771667,113.005,989.511
US,2010,    Cimarex Energy Co,XEC,99.35,27,11.7,363.9,,,76.76,4.92,800,7.5,792.5,,,,350,350,104.966,1254.166,313.9936667,91.282,911.898
US,2009,    Cimarex Energy Co,XEC,77.14966667,23.283,,323.2,,,56.13,4.12,800,41.7,758.3,0,25,0,369.45,394.45,58.017,1186.585,255.7811667,53.889,0.86572
US,2008,    Cimarex Energy Co,XEC,80.93333333,22.9,,348.2,,,96.03,8.43,500,222.8,277.2,220,0,0,369.45,589.45,45.202,1067.333,223.0908333,44.52,834.517
US,2007,    Cimarex Energy Co,XEC,75.16666667,,,,,,,,,2.7,,,,,,475,,,,,
US,2006,    Cimarex Energy Co,XEC,74.85,17.9,,341.7,,,61.96,6.5,500,100,400,0,0,95,320,415,59.797,1090.362,241.524,50.202,851.213
US,2005,    Cimarex Energy Co,XEC,58.98333333,13.2,,274.7,,,55.25,8.05,500,,500,0,,,320,320,64.71,1004.482,232.1236667,51.521,820.244
US,2004,    Cimarex Energy Co,XEC,36.28216667,7.236,,174.277,,,40.19,5.76,275,,275,,,,,,14.063,364.641,74.8365,13.372,364.566
US,2003,    Cimarex Energy Co,XEC,29.94233333,6.859,,138.5,,,29.3,4.96,275,,275,,,,,,14.137,337.344,70.361,13.876,336.23
US,2002,    Cimarex Energy Co,XEC,22.07566667,3.209,,113.2,,,24.91,2.91,200,32,168,,,,,,15.025,318.627,68.1295,14.765,318.452
US,2001,    Cimarex Energy Co,XEC,21.591999,2.242,,116.099998,,,27.879999,4.55,,,,,,,,,5.304,212.326,40.69167,4.607,211.874
US,2000,    Cimarex Energy Co,XEC,23.771999,2.405,,128.199997,,,27.95,2.79,,,,,18.858,25.142,,,6.305,216.337,41.9882,6.068,213.931
US,1999,    Cimarex Energy Co,XEC,,,,,,,,,,,,,,,,,,,,,
US,1998,    Cimarex Energy Co,XEC,,,,,,,,,,,,,,,,,,,,,
US,2018,    Comstock Resources Inc,CRK,105.7166667,11.2,,567.1,58.7,2.89,58.7,2.91,700,450,250,0,0,0,1244.363,1244.363,23.612,2282.758,404.0716667,21.466,583.107
US,2017,    Comstock Resources Inc,CRK,36.17534247,2.605479452,,201.4273973,49.02,2.97,49.02,2.84,50,0,50,0,269.29,1549.119,,1110.529,7.552,1116.956,193.7113333,7.552,436.114
US,2016,    Comstock Resources Inc,CRK,28.23588342,3.792349727,,146.6612022,38.24,2.32,38.24,2.28,50,0,50,0,231.924,812.582,,1044.506,7.277,931.41,162.512,7.277,321.527
US,2015,    Comstock Resources Inc,CRK,30.23287671,8.463013699,,130.6191781,46.19,2.33,46.19,2.3,50,,50,0,0,1270.457,0,1249.33,9.229,574.692,105.011,9.229,311.13
US,2014,    Comstock Resources Inc,CRK,29.97833333,11.82,,108.95,92.5,4.16,90.37,4.16,1000,375,300,0,0,779.984,290.461,1070.445,20.854,495.266,103.3983333,16.247,324.597
US,2013,    Comstock Resources Inc,CRK,32.69833333,7.08,,153.71,99.42,3.4,98.54,3.4,1000,210,415,0,0,210,588.7,798.7,21.976,452.653,97.41816667,13.914,344.278
US,2012,    Comstock Resources Inc,CRK,43.87333333,6.31,,225.38,101.18,2.52,96.95,2.52,850,440,130,0,440,297.444,586.939,1324.383,18.899,437.445,91.8065,8.389,362.426
US,2011,    Comstock Resources Inc,CRK,43.68333333,2.3,,248.3,95.73,3.91,,,850,50.61,190,0,0,600,596.908,1196.908,32.099,1118.632,218.5376667,8.405,550.474
US,2010,    Comstock Resources Inc,CRK,33.395,1.96,,188.97,68.35,4.35,,,850,,455,,172,45,296.372,513.372,4.219,1025.633,175.1578333,2.961,506.809
US,2009,    Comstock Resources Inc,CRK,29.89166667,2.12,,166.63,50.94,4.13,,,850,,500,0,175,0,295.836,470.836,7.214,682.389,120.9455,4.894,367.102
US,2008,    Comstock Resources Inc,CRK,27.39666667,2.76,,147.58,87.15,8.92,,,850,,555,0,35,175,0,210,9.668,523.643,96.94183333,5.446,354.934
US,2007,    Comstock Resources Inc,CRK,20.67533333,2.762,,107.48,60.96,6.89,,,925,585,340,0,585,680,0,680,10.51,587.718,108.463,7.449,370.339
US,2006,    Comstock Resources Inc,CRK,30.7,6.3,,146.4,60.93,6.95,,,800,,320,0,100,180,175,455,11.984,435.508,84.56866667,7.912,241.243
US,2005,    Comstock Resources Inc,CRK,17.565,2.84,,88.35,49.01,7.83,,,575,,,0,68,0,175,243,12.043,432.416,84.11233333,7.229,255.126
US,2004,    Comstock Resources Inc,CRK,19.5,4.2,,91.8,39.86,5.98,,,400,,,0.15,0,228,175,403.15,15.881,533.554,104.8066667,11.382,353.567
US,2003,    Comstock Resources Inc,CRK,20.09666667,4.425,,94.03,30.7,5.41,,,350,,350,0.623,86,220,,306.623,19.189,501.778,102.8186667,13.206,332.668
US,2002,    Comstock Resources Inc,CRK,18.78333333,3.6,,91.1,24.95,3.3,,,350,,350,0.27,146,220,0.002,366.272,20.849,488.784,102.313,13.937,319.155
US,2001,    Comstock Resources Inc,CRK,16.858,4.137,,76.326,25.46,4.58,,,,,,,,,,,17.348,462.085,94.36216667,12.212,315.779
US,2000,    Comstock Resources Inc,CRK,17.31666667,5,,73.9,30.02,4.26,,,250,84,166,,,,,234.101,17.451,297.835,67.09016667,12.29,200.349
US,1999,    Comstock Resources Inc,CRK,16.7,5.8,,65.4,17.35,2.23,,,175,,175,,,,,254.131,19.467,258.121,62.48716667,14.379,184.123
US,1998,    Comstock Resources Inc,CRK,19.24200058,7.044000149,,73.18599701,12.72999954,2.25,,,,,,,,,,,20.24500084,250.4019928,61.97900009,16.58499908,182.9550018
US,2018,    Concho Resources Inc,CXO,262.937,167.811,,570.756,52.73,3.37,56.22,3.4,4200,,4200,0,0,242,4000,4242,750,2624,1187,500,1941
US,2017,    Concho Resources Inc,CXO,192.658,119.101,,441.34,49.93,3.06,48.13,3.07,2700,,2700,0,0,322,2400,2722,500,2043,840,336,1512
US,2016,    Concho Resources Inc,CXO,150.511,92.459,,348.309,57.9,2.23,39.9,2.23,2500,0,2500,0,0,0,2750,2750,428.035,1751.592,719.967,267.203,1190.33
US,2015,    Concho Resources Inc,CXO,143.256,94.403,,293.115,62.03,2.8,44.69,2.46,2500,0,2500,0,0,0,3350,3350,367.784,1534.063,623.4611667,203.88,926.629
US,2014,    Concho Resources Inc,CXO,111.987,72.107,,239.277,86.07,5.34,83.17,5.39,2500,139.5,2400,0,0,139.5,3350,3489.5,370.347,1601.015,637.1828333,211.446,992.567
US,2013,    Concho Resources Inc,CXO,92.15,57.879,,205.627,89.79,5.21,91.76,5.08,2500,250,2200,0,250,0,3350,3600,307.382,1173.24,502.922,179.52,742.417
US,2012,    Concho Resources Inc,CXO,76.397,46.063,,182.003,89.29,5.07,87.96,5.06,2500,300,2200,0,0,604,2500,3104,273.508,1042.079,447.1878333,160.936,665.419
US,2011,    Concho Resources Inc,CXO,60.18,36.838,,140.049,83.61,8.13,91.34,7.62,2000,600,1400,0,0,583.5,1500,2083.5,238.296,889.349,386.5208333,143.912,552.1
US,2010,    Concho Resources Inc,CXO,39.915,26.359,,81.334,73.7,7.49,76.43,6.9,2000,613.5,1400,0,613.5,1050,0,1663.5,211.423,672.174,323.452,115.439,414.491
US,2009,    Concho Resources Inc,CXO,28.337,19.274,,54.375,68.6,6.19,57.97,5.63,955.9,550,405.9,0,0,850,0,850,142.018,416.911,211.5031667,66.578,222.776
US,2008,    Concho Resources Inc,CXO,19.346,12.53,,40.896,85.25,9.54,91.92,9.59,960,630,329.7,0,0,630,0,630,86.285,305.948,137.2763333,46.661,179.124
US,2007,    Concho Resources Inc,CXO,13.76618333,8.2575,,33.0521,64.9,8.18,68.58,8.08,475,216,209,2,220,105.9,0,327.9,53.361,225.837,91.0005,27.617,128.872
US,2006,    Concho Resources Inc,CXO,11.74933333,6.956,,28.76,57.38,7.05,60.13,6.94,475,455.7,19.3,0.4,0.8,494.3,,495.5,44.322,200.818,77.79166667,23.443,112.423
US,2005,    Concho Resources Inc,CXO,3.195166667,1.641,,9.325,64.9,8.18,68.58,8.08,,,,,,,,,9.658,49.53,17.913,6.502,34.16
US,2004,    Concho Resources Inc,CXO,,,,,,,,,,,,,,,,,,,,,
US,2003,    Concho Resources Inc,CXO,,,,,,,,,,,,,,,,,,,,,
US,2002,    Concho Resources Inc,CXO,,,,,,,,,,,,,,,,,,,,,
US,2001,    Concho Resources Inc,CXO,,,,,,,,,,,,,,,,,,,,,
US,2000,    Concho Resources Inc,CXO,,,,,,,,,,,,,,,,,,,,,
US,1999,    Concho Resources Inc,CXO,,,,,,,,,,,,,,,,,,,,,
US,1998,    Concho Resources Inc,CXO,,,,,,,,,,,,,,,,,,,,,
US,2018,    ConocoPhillips,COP,1283,719,102,2774,63.9222,5.65,,,6000,0,6000,33,159,987,13012,14968,3238,12149,5263,2392,10247
US,2017,    ConocoPhillips,COP,1377,721,111,3270,47.3793,4.07,,,6750,0,6750,2508,63,1706,14652,19703,3054,11906,5038,2159,10128
US,2016,    ConocoPhillips,COP,1569,781,145,3857,36.75,3,,,6750,0,6750,1005,5542,3689,16187,27275,3887,15225,6424,2508,13847
US,2015,    ConocoPhillips,COP,1589,756,156,4060,42.36,3.96,,,7000,803,6200,1365,2841,4484,15372,24880,5314,17193,8180,2641,15090
US,2014,    ConocoPhillips,COP,1540,724,159,3943,86.09,6.57,,,7000,860,6100,123,2309,3843,15432,22565,5489,20500,8906,2763,17301
US,2013,    ConocoPhillips,COP,1545,708,159,4068,103.51,6,,,7500,961,6500,514,3678,1838,14710,21662,5523,20388,8921,2630,16779
US,2012,    ConocoPhillips,COP,1578,711,160,4245,99.17,5.38,,,7500,1055,6400,955,1952,3274,15528,21725,5373,19614,8642,2633,16781
US,2011,    ConocoPhillips,COP,1619,717,149,4516,101.82,5.67,,,8000,1168,6800,1005,2799,3933,14855,22623,4901,20916,8387,2907,18089
US,2010,    ConocoPhillips,COP,1751.666667,984,150,4606,72.72,4.98,,,7850,1222,6600,924,3354,3137,16138,23592,4691,21716,8310.333333,2928,18979
US,2009,    ConocoPhillips,COP,2006.833333,1041,153,4877,55.1,4.37,,,7850,1340,6500,1719,6311,2806,17786,28653,6285,24247,10326.16667,4145,18561
US,2008,    ConocoPhillips,COP,1788.833333,828,153,4847,93.12,8.27,,,9850,6973,2600,353,6205,9511,11358,27427,5817,24948,9975,3947,17410.819
US,2007,    ConocoPhillips,COP,1879.833333,877,155,5087,67.11,6.26,,,7500,766,6700,1368,2796,7243,10226,21633,6320,25438,10559.66667,4337,19810
US,2006,    ConocoPhillips,COP,1957.333333,993,136,4970,60.37,6.19,,,7500,2972,4528,1598,1685,12640,11167,27090,6696,26835,11168.5,4727,20792
US,2005,    ConocoPhillips,COP,1543,907,91,3270,49.87,6.3,,,5000,94,4906,1751,240,1673,8805,12469,6189,19061,9365.833333,4353,14989
US,2004,    ConocoPhillips,COP,1541.833333,905,84,3317,36.06,4.61,,,5000,544,4300,1250,4626,2312,21704,14946,5539,17696,8488.333333,3850,12951
US,2003,    ConocoPhillips,COP,1590,934,69,3522,27.52,4.08,,,4300,709,4300,1434,3110,1202,11974,17720,5171,16060,7847.667,3191,12511
US,2002,    ConocoPhillips,COP,1069.166667,682,46,2047,24.07,2.77,,,4000,1517,2483,849,2667,3827,12423,19766,5137,16040,7810.333,3301,12861
US,2001,    ConocoPhillips,COP,820.5,563,35,1335,23.74,3.23,,,,,,,,,,,3660,8829,5131.5,2347,7490
US,2000,    ConocoPhillips,COP,698.3333333,437,29,1394,28.65,3.13,,,3000,,3000,,,,,,3597,8534,5019.333333,2264,6982
US,1999,    ConocoPhillips,COP,474.1666667,231,11,1393,17.7,2.15,,,1500,,1500,,,,,4302,1171,6364,2231.666667,845,4696
US,1998,    ConocoPhillips,COP,477,222,13,1452,12.19999981,2.150000095,,,,,,,,,,,1161,6269,2205.833252,831,4733
US,2018,    Continental Resources Inc/OK,CLR,298.19,168.177,,780.083,,,59.19,3.01,1500,,0,2.36,4.95,3100.425,2700,5768.349,757.096,4591.614,1522.365,347.825,1964.289
US,2017,    Continental Resources Inc/OK,CLR,242.637,138.455,,625.093,,,45.7,2.93,2750,,2560,,,,,6353.691,640.949,4140.281,1330.995,318.707,1699.161
US,2016,    Continental Resources Inc/OK,CLR,216.912,128.005,,533.442,,,35.51,1.87,2750,905,1840,,,,,6579.916,643.228,3789.818,1274.864333,290.21,1370.62
US,2015,    Continental Resources Inc/OK,CLR,221.715,146.622,,450.558,,,40.5,2.31,2750,853,1900,,,,,7117.788,700.514,3151.786,1225.811667,326.798,1190.343
US,2014,    Continental Resources Inc/OK,CLR,174.189,121.999,,313.137,,,81.26,5.4,1750,165,1585,,,,,5997.915,866.36,2908.386,1351.091,342.137,962.051
US,2013,    Continental Resources Inc/OK,CLR,135.919,95.859,,240.355,,,89.93,4.87,1500,275,1200,,,,,4715.832,737.788,2078.02,1084.124667,278.63,768.969
US,2012,    Continental Resources Inc/OK,CLR,97.583,68.497,,174.521,,,84.59,4.2,1500,595,900.2,,,,,3539.721,561.163,1341.084,784.677,226.87,545.499
US,2011,    Continental Resources Inc/OK,CLR,61.865,45.12,,100.47,,,88.51,5.24,750,360.8,389.2,,,358,900,1254.301,326.133,1093.832,508.4383333,145.024,361.265
US,2010,    Continental Resources Inc/OK,CLR,43.31333333,32.38,,65.6,,,70.69,4.49,750,30,717.6,,,,,925.991,224.784,839.568,364.712,101.272,234.699
US,2009,    Continental Resources Inc/OK,CLR,37.325,27.46,,59.19,,,54.44,3.22,750,226,523.4,,,,,523.524,173.28,504.08,257.2933333,85.27,169.782
US,2008,    Continental Resources Inc/OK,CLR,32.89166667,25.06,,46.99,,,88.87,6.9,750,376.4,176.1,,,,,,106.239,318.138,159.262,80.387,153.536
US,2007,    Continental Resources Inc/OK,CLR,29.09666667,23.83,,31.6,,,63.55,5.87,750,165,135,,,,,,104.145,182.819,134.6148333,79.756,128.831
US,2006,    Continental Resources Inc/OK,CLR,24.71,20.49,,25.27,,,55.3,6.08,400,,160,,,,,,98.038,121.865,118.3488333,75.336,70.42
US,2005,    Continental Resources Inc/OK,CLR,19.75,15.64,,24.67,,,52.45,6.93,400,,400,,,,,,98.645,108.118,116.6646667,71.259,54.257
US,2004,    Continental Resources Inc/OK,CLR,,,,,,,,,,,,,,,,,,,,,
US,2003,    Continental Resources Inc/OK,CLR,,,,,,,,,,,,,,,,,,,,,
US,2002,    Continental Resources Inc/OK,CLR,,,,,,,,,,,,,,,,,,,,,
US,2001,    Continental Resources Inc/OK,CLR,,,,,,,,,,,,,,,,,,,,,
US,2000,    Continental Resources Inc/OK,CLR,,,,,,,,,,,,,,,,,,,,,
US,1999,    Continental Resources Inc/OK,CLR,,,,,,,,,,,,,,,,,,,,,
US,1998,    Continental Resources Inc/OK,CLR,,,,,,,,,,,,,,,,,,,,,
US,2018,    Denbury Resources Inc,DNR,60.341,58.532,,10.854,57.91,2.58,66.11,2.58,615,0,0,19.18,850.934,1116.374,545.719,2532.207,255.042,43.008,262.21,222.736,42.912
US,2017,    Denbury Resources Inc,DNR,60.298,58.41,,11.329,48.4,2.41,50.64,2.41,1050,475,575,29.841,518.853,1654.273,572.424,2775.391,252.625,42.721,259.7451667,222.531,42.435
US,2016,    Denbury Resources Inc,DNR,64.003,61.44,,15.378,44.86,1.98,41.12,1.98,1050,301,749,33.014,362.373,861.567,1522.957,2779.914,247.103,44.315,254.4888333,201.919,43.955
US,2015,    Denbury Resources Inc,DNR,72.861,69.165,,22.172,67.41,2.83,47.3,2.35,1600,175,1425,32.481,68.421,214.294,2995.144,3310.347,282.25,38.305,288.6341667,223.06,37.951
US,2014,    Denbury Resources Inc,DNR,74.432,70.606,,22.955,90.82,3.99,90.74,4.07,1600,395,1205,35.47,75.604,456.764,3003.521,3571.37,362.335,452.402,437.7353333,269.377,416.421
US,2013,    Denbury Resources Inc,DNR,70.243,66.286,,23.742,100.64,3.53,100.67,3.53,1600,340,1260,36.156,415.567,68.754,2776.288,3296.782,386.659,489.954,468.318,276.392,72.095
US,2012,    Denbury Resources Inc,DNR,71.689,66.837,,29.109,96.77,5.67,97.18,3.05,1600,700,900,36.966,77.594,1423.557,1607.737,3141.428,329.124,481.641,409.3975,236.009,64.191
US,2011,    Denbury Resources Inc,DNR,65.66,60.736,,29.542,98.9,7.34,100.03,4.79,1600,385,1215,8.316,23.111,1056.962,1595.623,2678.045,357.733,625.208,461.9343333,239.741,125.97
US,2010,    Denbury Resources Inc,DNR,72.927,59.918,,78.057,71.69,6.45,75.97,4.63,1600,400.9,1199.1,7.948,245.68,323.133,1854.913,2424.156,338.276,357.893,397.9248333,219.077,110.516
US,2009,    Denbury Resources Inc,DNR,48.299,36.951,,68.086,68.63,3.54,57.75,3.54,900,135.5,764.5,5.308,140.241,242.361,945.008,1332.918,192.879,87.975,207.5415,192.879,69.513
US,2008,    Denbury Resources Inc,DNR,46.343,31.436,,89.442,90.04,7.74,92.73,8.56,1000,85.5,914.5,4.507,88.098,241.675,523.221,857.501,179.126,427.955,250.4518333,96.746,298.114
US,2007,    Denbury Resources Inc,DNR,44.11516667,27.925,,97.141,68.84,7.66,69.8,6.81,500,160.5,339.5,0.737,1.921,152.005,526.739,681.402,134.978,358.608,194.746,97.005,226.271
US,2006,    Denbury Resources Inc,DNR,36.78183333,22.936,,83.075,59.23,7.1,59.87,7.1,500,144.5,355.5,0.671,1.754,135.914,377.719,516.058,126.185,288.826,174.3226667,83.703,176.648
US,2005,    Denbury Resources Inc,DNR,29.79566667,20.013,,58.696,50.3,7.7,50.3,8.48,200,0.46,199.54,0.574,1.325,1.605,377.94,381.444,106.173,278.367,152.5675,59.64,151.681
US,2004,    Denbury Resources Inc,DNR,32.951,19.247,,82.224,27.36,5.57,36.46,6.24,200,0.46,199.54,0.375,0.863,1.041,227.28,229.559,101.287,168.484,129.3676667,55.998,94.573
US,2003,    Denbury Resources Inc,DNR,34.70366667,18.894,,94.858,24.52,4.45,27.47,5.66,220,75.82,145,0,75,0,225,300,91.266,221.887,128.247,53.804,144.75
US,2002,    Denbury Resources Inc,DNR,35.5735,18.833,,100.443,22.27,3.35,22.36,3.31,220,150,70,0,0,150,200,350,97.203,200.947,130.694,62.398,142.812
US,2001,    Denbury Resources Inc,DNR,31.18433333,16.978,,85.238,21.65,4.66,21.34,4.12,220,141.27,78.73,,140.87,0,200,340.87,76.49,198.277,109.536,54.722,169.897
US,2000,    Denbury Resources Inc,DNR,21.39866667,15.219,,37.078,23.5,3.57,25.89,4.45,150,74.37,75.63,0,74,0,125,199,70.667,100.55,87.425,52.353,77.358
US,1999,    Denbury Resources Inc,DNR,16.748,12.09,,27.948,13.08,2.34,15.03,2.42,110,0,110,,,,,152.5,51.832,50.438,60.23833333,32.767,41.635
US,1998,    Denbury Resources Inc,DNR,19.704,13.603,,36.605,10.29,2.31,,,,,,,,,,,28.25,48.803001,36.383999,20.357,44.994999
US,2018,    Devon Energy Corp,DVN,535,246,106,1100,41.55,2.38,42.04,2.37,3000,,2952,162,500,1000,4349,5947,1133,4761,1927,760,4333
US,2017,    Devon Energy Corp,DVN,543,244,99,1203,39.46,2.56,39.23,2.48,3000,,2941,115,636,1500,8256,6864,1154,5987,2152,752,5632
US,2016,    Devon Energy Corp,DVN,611,260,116,1413,29.22,1.91,29.65,1.84,3000,,2943,0,705,620,8919,10154,1120,5631,2058,754,5377
US,2015,    Devon Energy Corp,DVN,680,275,136,1610,57.11,2.71,36.39,2.14,3000,626,2374,,,,,,1212,5821,2182,855,5707
US,2014,    Devon Energy Corp,DVN,673,214,139,1920,76.71,3.85,82.47,3.9,3000,932,2068,1432,350,2212,7263,11262,1473,7687,2754,901,6984
US,2013,    Devon Energy Corp,DVN,692.9,168.3,125.7,2393.4,75.31,3.25,74.41,3.09,3000,,2900,4067,500,875,6600,12022,1412,9308,2963,852,8459
US,2012,    Devon Energy Corp,DVN,682.3,146.1,109.1,2562.8,74.57,3.01,69.73,2.36,3000,0,3000,3189,500,1250,6725,11644,1389,9446,2963,778,8070
US,2011,    Devon Energy Corp,DVN,658,123,100,2610,75.48,4.02,76.06,3.58,2650,0,2650,3811,500,500,4975,9780,1257,10486,3004.666667,737,8908
US,2010,    Devon Energy Corp,DVN,623.6,111.1,88,2546.7,65.14,4.8,65.14,3.84,2650,38,2612,1812,9,582,3225,5628,1160,10283,2873.833333,638,8424
US,2009,    Devon Energy Corp,DVN,638.4,115.1,82.2,2646.6,51.39,3.83,51.39,3.31,3350,1519,1831,1432,2110,500,3225,7267,1107,9757,2733.166667,615,7845
US,2008,    Devon Energy Corp,DVN,651.14,106.9,76.8,2569.9,84.05,7.27,83.35,7.73,3350,295,3055,177,2100,10,3530,5841,653,9879,2299.5,593,8038
US,2007,    Devon Energy Corp,DVN,613.7,150.7,71.2,2364.4,63.98,5.99,63.98,5.97,4000,2598,1402,1004,177,4202,2525,7908,998,8994,2497,665,7255
US,2006,    Devon Energy Corp,DVN,549.2,115.07,63,2213.7,57.39,6.08,57.39,6.03,2500,2084,416,2205,937,2100,2525,7770,909,8259,2285.5,547,6484
US,2005,    Devon Energy Corp,DVN,613.2,170,65.8,2265.8,38,6.99,48.49,7.04,1500,310,1190,673,1162,177,4625,,886,7296,2111,571,6111
US,2004,    Devon Energy Corp,DVN,687.67,213.7,65.8,2441.1,28.18,5.32,35.99,5.39,1500,226,1274,926,1067,938,5025,,828,7494,2077,615,6219
